-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	21	96
0	37	48
-1	15	5
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
0	39	58
-1	26	11
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	16	99
0	59	61
-1	37	16
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	26	94
0	37	42
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	17	98
0	60	64
-1	43	19
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
0	62	73
-1	50	23
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	13	100
0	38	58
-1	25	10
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	33	90
0	37	36
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	17	98
0	61	67
-1	47	21
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	27	93
0	40	49
-1	18	7
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
0	37	63
-1	27	11
-2	0	0
-2	0	0
-2	0	0
-2	0	0
0	36	67
-1	31	13
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-1	42	19
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	30	92
0	37	32
-2	0	0
-2	0	0
-2	0	0
-2	0	0
0	37	67
-1	26	11
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
0	38	63
-1	20	8
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
0	60	74
-1	37	16
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	42	86
-1	62	28
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	16	99
0	39	44
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	57	77
-1	38	17
-2	0	0
-2	0	0
-2	0	0
1	32	90
0	35	25
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	29	92
0	60	37
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	58	78
-1	44	20
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	34	89
0	38	25
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	38	87
0	39	20
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-1	41	18
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
0	41	65
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	57	78
-1	46	21
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
-2	0	0
1	20	97
0	37	25
-2	0	0
-2	0	0
-2	0	0
-2	0	0
0	36	47
-2	0	0
